frame,0_x,0_y,0_z,0_visibility,1_x,1_y,1_z,1_visibility,2_x,2_y,2_z,2_visibility,3_x,3_y,3_z,3_visibility,4_x,4_y,4_z,4_visibility,5_x,5_y,5_z,5_visibility,6_x,6_y,6_z,6_visibility,7_x,7_y,7_z,7_visibility,8_x,8_y,8_z,8_visibility,9_x,9_y,9_z,9_visibility,10_x,10_y,10_z,10_visibility,11_x,11_y,11_z,11_visibility,12_x,12_y,12_z,12_visibility,13_x,13_y,13_z,13_visibility,14_x,14_y,14_z,14_visibility,15_x,15_y,15_z,15_visibility,16_x,16_y,16_z,16_visibility,17_x,17_y,17_z,17_visibility,18_x,18_y,18_z,18_visibility,19_x,19_y,19_z,19_visibility,20_x,20_y,20_z,20_visibility,21_x,21_y,21_z,21_visibility,22_x,22_y,22_z,22_visibility,23_x,23_y,23_z,23_visibility,24_x,24_y,24_z,24_visibility,25_x,25_y,25_z,25_visibility,26_x,26_y,26_z,26_visibility,27_x,27_y,27_z,27_visibility,28_x,28_y,28_z,28_visibility,29_x,29_y,29_z,29_visibility,30_x,30_y,30_z,30_visibility,31_x,31_y,31_z,31_visibility,32_x,32_y,32_z,32_visibility
7,0.5685871243476868,0.5040505528450012,-0.016943326219916344,0.9995028972625732,0.5633891224861145,0.5178680419921875,-0.0319889672100544,0.9996880292892456,0.5614897608757019,0.51708984375,-0.032049380242824554,0.9996283054351807,0.5590865015983582,0.5166507959365845,-0.032208871096372604,0.9997105002403259,0.567154586315155,0.5200109481811523,0.005617378745228052,0.9996894598007202,0.5675317645072937,0.5207439661026001,0.005588452331721783,0.9996017813682556,0.5678759813308716,0.5213555693626404,0.005635401234030724,0.9996875524520874,0.554338812828064,0.5127855539321899,-0.02425551228225231,0.9996516704559326,0.5640799403190613,0.5168513059616089,0.13954441249370575,0.9991686344146729,0.5650561451911926,0.4905276894569397,-0.011479095555841923,0.9988662004470825,0.5688945651054382,0.4923854470252991,0.03560873493552208,0.9992645382881165,0.5611645579338074,0.47158190608024597,-0.13975290954113007,0.9996905326843262,0.5673321485519409,0.4612087607383728,0.34428930282592773,0.9992843270301819,0.5648203492164612,0.42130914330482483,-0.053811799734830856,0.6638121604919434,0.5699487328529358,0.394448846578598,0.33793818950653076,0.018356556072831154,0.5838534235954285,0.42829370498657227,0.301749050617218,0.43737703561782837,0.5821256637573242,0.4036546051502228,0.15808698534965515,0.05974552407860756,0.5894521474838257,0.4248770773410797,0.3288973867893219,0.3745236098766327,0.5845940113067627,0.4041053056716919,0.17869281768798828,0.08543823659420013,0.5887069702148438,0.4297598898410797,0.34535595774650574,0.3513380289077759,0.5907629728317261,0.4167903661727905,0.15196605026721954,0.0863446369767189,0.5877667665481567,0.4303816258907318,0.32190731167793274,0.34021133184432983,0.5847348570823669,0.40975791215896606,0.14342878758907318,0.08725549280643463,0.5318662524223328,0.328882098197937,-0.14562548696994781,0.9993467926979065,0.5330498218536377,0.32202425599098206,0.14534211158752441,0.9993273019790649,0.5663956999778748,0.43435007333755493,-0.12319296598434448,0.8458718657493591,0.5728213787078857,0.40031561255455017,0.2768620550632477,0.14852572977542877,0.5644875168800354,0.35431820154190063,-0.17549169063568115,0.6848710775375366,0.5607091784477234,0.32829320430755615,0.07520881295204163,0.3358728885650635,0.5606468319892883,0.34029415249824524,-0.17585639655590057,0.7722387313842773,0.55580735206604,0.31609660387039185,0.057287801057100296,0.44885191321372986,0.5735805034637451,0.3385780155658722,-0.1495577096939087,0.7661887407302856,0.567654550075531,0.30959606170654297,0.06127157062292099,0.49231937527656555
8,0.5687350630760193,0.5056800842285156,-5.8823006838792935e-05,0.9993315935134888,0.563543438911438,0.5186153054237366,-0.014438672922551632,0.9995786547660828,0.5617992877960205,0.5182129144668579,-0.01453469879925251,0.9995025396347046,0.5593284368515015,0.5187522768974304,-0.014592758379876614,0.9996181130409241,0.5671477913856506,0.5200410485267639,0.019748494029045105,0.9995887875556946,0.5675140023231506,0.5207221508026123,0.01971272937953472,0.9994745850563049,0.5678874254226685,0.5209855437278748,0.019642658531665802,0.9995872378349304,0.5547749996185303,0.5146302580833435,-0.020075157284736633,0.9994071125984192,0.5640712380409241,0.5169637203216553,0.13879205286502838,0.9990339279174805,0.5649544596672058,0.49376943707466125,9.610829874873161e-05,0.998585045337677,0.568858802318573,0.49384555220603943,0.04447649046778679,0.9990082383155823,0.555328905582428,0.48098617792129517,-0.1378117948770523,0.9996795058250427,0.5650153756141663,0.4597914218902588,0.28540605306625366,0.999126672744751,0.5567662715911865,0.44791457056999207,-0.2933186888694763,0.6867582201957703,0.5644927024841309,0.39272481203079224,0.33711543679237366,0.021430356428027153,0.5838891863822937,0.42980456352233887,-0.3499176502227783,0.48341020941734314,0.5722100138664246,0.3821271061897278,0.22082938253879547,0.06839058548212051,0.5894501209259033,0.4249793291091919,-0.38974079489707947,0.4235682785511017,0.5723994970321655,0.37443146109580994,0.22610780596733093,0.09395989775657654,0.5898778438568115,0.42977309226989746,-0.3631286919116974,0.4016311466693878,0.5751118063926697,0.38240575790405273,0.18867860734462738,0.09540431946516037,0.5877201557159424,0.4319036602973938,-0.3385504484176636,0.3876468241214752,0.5747226476669312,0.38492244482040405,0.2033553570508957,0.09572237730026245,0.5295617580413818,0.34047332406044006,-0.13503065705299377,0.9993279576301575,0.5341860055923462,0.32938840985298157,0.13487687706947327,0.9992698431015015,0.5664655566215515,0.43882760405540466,-0.2110605537891388,0.850391685962677,0.5773434042930603,0.40125447511672974,0.13687236607074738,0.16399312019348145,0.5643607378005981,0.34620043635368347,-0.18360751867294312,0.6933802962303162,0.5606335401535034,0.32707661390304565,0.009238651022315025,0.33678123354911804,0.5596446990966797,0.33206507563591003,-0.17761752009391785,0.7718345522880554,0.5548204183578491,0.31599411368370056,-0.002923189429566264,0.4475461542606354,0.5747740864753723,0.3224821090698242,-0.16606418788433075,0.7659176588058472,0.567034125328064,0.30237269401550293,-0.014070254750549793,0.4849260449409485
9,0.5702201724052429,0.5099690556526184,-0.013078752905130386,0.999153733253479,0.564307451248169,0.5206541419029236,-0.026653479784727097,0.999433696269989,0.5624077916145325,0.5200934410095215,-0.026794200763106346,0.9993392825126648,0.5602067112922668,0.5199905633926392,-0.026819279417395592,0.99949711561203,0.5680686831474304,0.5217915177345276,0.007826716639101505,0.9994685649871826,0.5684948563575745,0.5223673582077026,0.007796625606715679,0.9993361234664917,0.5688110589981079,0.522545337677002,0.007722192443907261,0.9994745850563049,0.5548070669174194,0.5153498649597168,-0.04470270872116089,0.9991582036018372,0.5642737150192261,0.517521321773529,0.11487830430269241,0.9988749027252197,0.5656836032867432,0.4984368085861206,-0.018267368897795677,0.998220682144165,0.5706207752227783,0.49781206250190735,0.027358083054423332,0.998753011226654,0.5554900169372559,0.4796357750892639,-0.17069146037101746,0.9996288418769836,0.5650047063827515,0.459818571805954,0.25652453303337097,0.9989116787910461,0.5555349588394165,0.4425494074821472,-0.3225416839122772,0.7060424089431763,0.5631457567214966,0.3927932679653168,0.3193325400352478,0.022429095581173897,0.5838857889175415,0.43088459968566895,-0.36676856875419617,0.5222861766815186,0.5721877813339233,0.3798355758190155,0.21081876754760742,0.07282152026891708,0.5895205736160278,0.42504850029945374,-0.4047456383705139,0.46585267782211304,0.5726314187049866,0.3730832040309906,0.22255831956863403,0.09880683571100235,0.5922171473503113,0.4277157187461853,-0.37811633944511414,0.44491341710090637,0.5755410194396973,0.37949299812316895,0.18491896986961365,0.10071801394224167,0.588486909866333,0.43135082721710205,-0.3548744320869446,0.4276181161403656,0.5750565528869629,0.3818832039833069,0.19354583323001862,0.10047342628240585,0.5297315120697021,0.33887940645217896,-0.1317376047372818,0.9993231296539307,0.5361794233322144,0.33181315660476685,0.13161984086036682,0.999224066734314,0.5577354431152344,0.4082988500595093,-0.19097910821437836,0.8539094924926758,0.5770649909973145,0.39513343572616577,0.19936200976371765,0.16805273294448853,0.5639533400535583,0.3412512242794037,-0.13950610160827637,0.6898938417434692,0.5603981018066406,0.323712021112442,0.07462339848279953,0.3379708528518677,0.5596646666526794,0.33186841011047363,-0.12668593227863312,0.7691881060600281,0.5547498464584351,0.3142450451850891,0.06600386649370193,0.4500776529312134,0.5748717784881592,0.32152023911476135,-0.09478093683719635,0.7578280568122864,0.5666003227233887,0.2980388402938843,0.07142840325832367,0.4787251651287079
13,0.5746725797653198,0.3404325842857361,-0.05362837389111519,0.9932764172554016,0.5703858137130737,0.33111482858657837,-0.053606897592544556,0.9898279309272766,0.5699043273925781,0.3306947946548462,-0.053697943687438965,0.9880399703979492,0.5694199800491333,0.33034199476242065,-0.05367505922913551,0.9887843728065491,0.5702484250068665,0.3323519229888916,-0.100978322327137,0.9912563562393188,0.5694113969802856,0.3327091634273529,-0.10104681551456451,0.9898144602775574,0.5686013102531433,0.3330717384815216,-0.10134770721197128,0.9906393885612488,0.5632671117782593,0.3337354063987732,0.012220094911754131,0.9800377488136292,0.562431812286377,0.3380733132362366,-0.20100301504135132,0.991829514503479,0.5736369490623474,0.34866422414779663,-0.015530318021774292,0.9898682236671448,0.5729167461395264,0.3501318097114563,-0.07739238440990448,0.9924105405807495,0.5599018335342407,0.36527931690216064,0.11177217960357666,0.9988788962364197,0.5634903907775879,0.3805268406867981,-0.27953773736953735,0.9988609552383423,0.5703305006027222,0.42412683367729187,-0.013583709485828876,0.6560261249542236,0.5779065489768982,0.4369358420372009,-0.21908150613307953,0.10128515213727951,0.5662375688552856,0.36365485191345215,-0.2613309323787689,0.4918699562549591,0.576117217540741,0.4208326041698456,0.043253276497125626,0.1275927871465683,0.5674780607223511,0.35203301906585693,-0.3068684935569763,0.44512295722961426,0.5798782110214233,0.4222225546836853,0.046520814299583435,0.14784866571426392,0.5659262537956238,0.3525387942790985,-0.2895272374153137,0.42618605494499207,0.5766279101371765,0.4161907434463501,0.024009084329009056,0.14849796891212463,0.565419614315033,0.35508993268013,-0.26578035950660706,0.41198521852493286,0.5759279727935791,0.4156634509563446,0.044120728969573975,0.14527848362922668,0.55489581823349,0.5307172536849976,0.10580752789974213,0.999101459980011,0.5559093356132507,0.5308367013931274,-0.1060570776462555,0.9989764094352722,0.550383985042572,0.6205766201019287,0.2722276449203491,0.7954555749893188,0.5510460138320923,0.625157356262207,0.05710086226463318,0.21087686717510223,0.5466665029525757,0.7041815519332886,0.45585402846336365,0.6575577855110168,0.5489490032196045,0.7110098600387573,0.3034403622150421,0.36935368180274963,0.5464543700218201,0.7142802476882935,0.47329312562942505,0.7509998679161072,0.5442070960998535,0.7266613841056824,0.32859939336776733,0.47366058826446533,0.5526543259620667,0.7169457674026489,0.4265327751636505,0.718065619468689,0.5547436475753784,0.7501295208930969,0.24982886016368866,0.4836984872817993
14,0.571532130241394,0.35254624485969543,0.08284375816583633,0.992195188999176,0.5678250193595886,0.34494203329086304,0.09421974420547485,0.989031970500946,0.56729656457901,0.34480318427085876,0.09412766247987747,0.9868142008781433,0.5667762756347656,0.34472155570983887,0.09409715235233307,0.98807293176651,0.5678603053092957,0.345516175031662,0.052473753690719604,0.9903552532196045,0.5671892762184143,0.34574094414711,0.05242544785141945,0.9884544014930725,0.5665240287780762,0.3459932506084442,0.05216120555996895,0.9897456765174866,0.5612722039222717,0.3495899438858032,0.1736416518688202,0.9789363145828247,0.5609128475189209,0.3519807457923889,-0.01646331325173378,0.9906817078590393,0.5703287720680237,0.3616930842399597,0.11972413212060928,0.9884419441223145,0.5701805949211121,0.3624812066555023,0.06432024389505386,0.9912901520729065,0.5622937083244324,0.40007340908050537,0.23970329761505127,0.9979608654975891,0.5558493137359619,0.38940563797950745,-0.11577417701482773,0.9986559152603149,0.5723337531089783,0.44229525327682495,0.054378900676965714,0.6325634121894836,0.567808210849762,0.41533589363098145,-0.22368310391902924,0.1729864627122879,0.5652734041213989,0.3926936686038971,-0.2362915426492691,0.511070191860199,0.5728381276130676,0.3966423273086548,-0.18653416633605957,0.19923779368400574,0.5647866129875183,0.3815176486968994,-0.2897863984107971,0.4657207131385803,0.5742214918136597,0.3961958587169647,-0.21862155199050903,0.21362532675266266,0.563282310962677,0.3753552734851837,-0.27112501859664917,0.4483414888381958,0.5732428431510925,0.3920574188232422,-0.22359097003936768,0.21317511796951294,0.5634439587593079,0.37972795963287354,-0.24008436501026154,0.43240150809288025,0.5719528794288635,0.39365866780281067,-0.18641243875026703,0.2049185037612915,0.5565991997718811,0.5331626534461975,0.10453881323337555,0.9988957047462463,0.5505325794219971,0.5308545827865601,-0.10459960252046585,0.9989226460456848,0.5508172512054443,0.619860827922821,0.1057361364364624,0.7518535852432251,0.5490167140960693,0.6277827024459839,-0.22093696892261505,0.2619348168373108,0.5504510998725891,0.704120934009552,0.2369086742401123,0.6377139091491699,0.5409277677536011,0.7196222543716431,-0.16541697084903717,0.41357794404029846,0.5494542121887207,0.7144930362701416,0.24273750185966492,0.7266485691070557,0.5344640612602234,0.7469589114189148,-0.16818062961101532,0.4896853268146515,0.557249903678894,0.7260136604309082,0.12230973690748215,0.7045028805732727,0.5402482151985168,0.7608474493026733,-0.34639477729797363,0.5135211944580078
16,0.5603747963905334,0.32951071858406067,0.041317168623209,0.9927452206611633,0.5590019822120667,0.32155150175094604,0.02545250579714775,0.9898674488067627,0.5587523579597473,0.3211817145347595,0.025426046922802925,0.9877517819404602,0.5585049390792847,0.3208829462528229,0.025436192750930786,0.9889301657676697,0.5595530271530151,0.3228185474872589,0.022108759731054306,0.9910374283790588,0.5595309138298035,0.323299378156662,0.02205173298716545,0.9892417788505554,0.5595420598983765,0.32378703355789185,0.02187628298997879,0.990477979183197,0.556910514831543,0.32596898078918457,0.006162557285279036,0.980588436126709,0.5586566925048828,0.3300365209579468,-0.010892660357058048,0.9913553595542908,0.5600565671920776,0.33784162998199463,0.042823903262615204,0.9893105626106262,0.5601835250854492,0.33935925364494324,0.037718113511800766,0.9918869733810425,0.5579004883766174,0.3735201060771942,-0.013315403833985329,0.99795001745224,0.5635896921157837,0.3709654211997986,-0.009867262095212936,0.9985459446907043,0.5732176899909973,0.42094042897224426,-0.20909525454044342,0.6391492486000061,0.5687744617462158,0.40947237610816956,0.008812224492430687,0.21454459428787231,0.5616764426231384,0.3891487419605255,-0.3920273780822754,0.5360425710678101,0.5689409375190735,0.38456034660339355,0.14280034601688385,0.23314198851585388,0.5593721270561218,0.375487744808197,-0.43531784415245056,0.4893367290496826,0.5693992376327515,0.38207384943962097,0.15471994876861572,0.24175958335399628,0.5570549964904785,0.3627255856990814,-0.3973826467990875,0.47215649485588074,0.5677801370620728,0.37855130434036255,0.14083148539066315,0.23910406231880188,0.5590053200721741,0.37812328338623047,-0.3827405869960785,0.4548647999763489,0.5668315887451172,0.3805238902568817,0.14103762805461884,0.23081135749816895,0.5539106130599976,0.5143148303031921,-0.031191928312182426,0.9987934827804565,0.5560535192489624,0.5137423276901245,0.031061094254255295,0.9987446665763855,0.5508806705474854,0.6161397695541382,0.04959729686379433,0.7366055846214294,0.5519352555274963,0.6123363375663757,0.09417381137609482,0.29344767332077026,0.5478675961494446,0.7017421722412109,0.17020374536514282,0.6417483687400818,0.5520021319389343,0.7028158903121948,0.22324347496032715,0.4391312599182129,0.544746458530426,0.722842276096344,0.17924512922763824,0.7292401790618896,0.5537903904914856,0.718725323677063,0.2331216037273407,0.5026004910469055,0.5478851199150085,0.7311508655548096,0.09662646055221558,0.7033161520957947,0.5501612424850464,0.7397838830947876,0.138351172208786,0.5250217914581299
17,0.5488771796226501,0.3124823272228241,-0.0748772993683815,0.9931131601333618,0.5486201643943787,0.3006145656108856,-0.06007329747080803,0.9905024766921997,0.5492715239524841,0.30058661103248596,-0.06015714257955551,0.9885514974594116,0.5500133633613586,0.30094701051712036,-0.060228440910577774,0.9896423816680908,0.5471886992454529,0.30033567547798157,-0.07863080501556396,0.991375744342804,0.5457450747489929,0.299819678068161,-0.0786961168050766,0.989626407623291,0.5454246997833252,0.29989153146743774,-0.07890331000089645,0.9908021688461304,0.5526757836341858,0.30287274718284607,0.05626007542014122,0.9820328950881958,0.5461319088935852,0.3032584488391876,-0.011698945425450802,0.9918287992477417,0.5512245297431946,0.32207614183425903,-0.01724124141037464,0.9902254939079285,0.548409104347229,0.32144084572792053,-0.04013747349381447,0.9924802780151367,0.561910092830658,0.35709014534950256,0.16959065198898315,0.9981266856193542,0.5452391505241394,0.3539007306098938,-0.03394775837659836,0.9986493587493896,0.5731744766235352,0.4292903244495392,-0.02686128206551075,0.6467851400375366,0.5536738634109497,0.41326653957366943,-0.007175026461482048,0.2836624085903168,0.5599801540374756,0.39513519406318665,-0.3435540795326233,0.557511568069458,0.5743647813796997,0.41465169191360474,0.13215835392475128,0.2897104322910309,0.5568726062774658,0.38747453689575195,-0.4123252332210541,0.5070686936378479,0.5795555114746094,0.4139869213104248,0.11417447775602341,0.28653115034103394,0.5556080341339111,0.3775460720062256,-0.38943028450012207,0.49100637435913086,0.5789049863815308,0.406748503446579,0.10644227266311646,0.28247249126434326,0.5570247173309326,0.3817821145057678,-0.34557732939720154,0.4707043468952179,0.5748450756072998,0.4056384861469269,0.13349750638008118,0.2691713869571686,0.5586842894554138,0.5020624995231628,0.0522896982729435,0.9988101720809937,0.5427365899085999,0.4966377913951874,-0.05226898938417435,0.9987305998802185,0.5520711541175842,0.6137241125106812,0.0015696472255513072,0.7389673590660095,0.5418466329574585,0.610488772392273,-0.06917521357536316,0.3477562963962555,0.5496459603309631,0.7012709975242615,0.3446764051914215,0.6547014713287354,0.5385450720787048,0.704445481300354,0.24700243771076202,0.4848484992980957,0.5463210940361023,0.713731050491333,0.3730076551437378,0.7213397026062012,0.537841796875,0.7186024188995361,0.2707706391811371,0.5186064839363098,0.5508555173873901,0.7311920523643494,0.20094186067581177,0.712422788143158,0.5412787199020386,0.7426113486289978,0.08368029445409775,0.5608659982681274
18,0.552293062210083,0.34156590700149536,-0.10990485548973083,0.9919208884239197,0.5562572479248047,0.3367598056793213,-0.08009272813796997,0.9887386560440063,0.5573139786720276,0.33711346983909607,-0.08018413931131363,0.9865884780883789,0.558195173740387,0.33697670698165894,-0.08029219508171082,0.9883056879043579,0.550850510597229,0.3335939943790436,-0.0858391672372818,0.9882057905197144,0.5490506291389465,0.3330458700656891,-0.08584553003311157,0.9853832125663757,0.5501887202262878,0.3321082592010498,-0.0860135555267334,0.9871383905410767,0.5606072545051575,0.3432856500148773,0.06795504689216614,0.9800161719322205,0.5474923849105835,0.33523139357566833,0.043109793215990067,0.9822671413421631,0.5565615892410278,0.35021400451660156,-0.05084766447544098,0.9881930351257324,0.5500803589820862,0.3480931520462036,-0.05880395695567131,0.9876147508621216,0.5753775238990784,0.38881582021713257,0.08798117190599442,0.997478187084198,0.5406236052513123,0.37552502751350403,0.030167214572429657,0.9961473941802979,0.5791562795639038,0.42859572172164917,-0.15711671113967896,0.671889066696167,0.5419523119926453,0.3882581889629364,-0.2221459299325943,0.3240847885608673,0.5599066019058228,0.38723549246788025,-0.3756255507469177,0.5919216275215149,0.5540660619735718,0.34328651428222656,-0.4490455090999603,0.33203810453414917,0.5561521053314209,0.3810907304286957,-0.43296921253204346,0.5374018549919128,0.5559771656990051,0.33160990476608276,-0.5068914890289307,0.32184281945228577,0.5549267530441284,0.3765122890472412,-0.40346816182136536,0.5216659307479858,0.5563476085662842,0.331325501203537,-0.48819586634635925,0.3158968389034271,0.5562261939048767,0.3754454553127289,-0.3697963356971741,0.4998813271522522,0.5560408234596252,0.33627021312713623,-0.45135974884033203,0.30091339349746704,0.5588738322257996,0.5105952620506287,0.024623803794384003,0.9986584186553955,0.5400364398956299,0.5011956095695496,-0.024736471474170685,0.9986339211463928,0.5555847883224487,0.6132748126983643,-0.042926739901304245,0.7521865963935852,0.5347679257392883,0.6089104413986206,-0.09482502192258835,0.4034089744091034,0.5539043545722961,0.6981217265129089,0.20988152921199799,0.6728745698928833,0.5372452735900879,0.7055497169494629,0.126466765999794,0.5250934958457947,0.5516723990440369,0.7071118354797363,0.2305878847837448,0.7075815200805664,0.53728187084198,0.7185299396514893,0.14000922441482544,0.5160598754882812,0.5586568117141724,0.7310846447944641,0.04475601762533188,0.7248174548149109,0.5408280491828918,0.741435706615448,-0.04802563041448593,0.589300274848938
19,0.5522069931030273,0.3377007842063904,-0.09843695163726807,0.9920241236686707,0.5540511012077332,0.33127257227897644,-0.08417099714279175,0.9886501431465149,0.5551750063896179,0.3313129246234894,-0.08430159837007523,0.9866916537284851,0.5561320781707764,0.33117809891700745,-0.0844283476471901,0.9884939789772034,0.5507522821426392,0.32973867654800415,-0.077246755361557,0.987140417098999,0.5485932230949402,0.32950571179389954,-0.07725245505571365,0.9838705658912659,0.5483382344245911,0.32910698652267456,-0.07741079479455948,0.9854273200035095,0.5614091753959656,0.33604222536087036,0.05162642523646355,0.9812265634536743,0.5458168983459473,0.3328566551208496,0.06973738968372345,0.9794942140579224,0.5562497973442078,0.3463083803653717,-0.04782867804169655,0.9889165759086609,0.5492557883262634,0.3455525040626526,-0.040732670575380325,0.9876094460487366,0.5759637355804443,0.38451120257377625,0.06530652195215225,0.997709333896637,0.5399015545845032,0.37434759736061096,0.12466622143983841,0.9961625337600708,0.5806569457054138,0.4285067617893219,-0.223160058259964,0.702461302280426,0.5411221385002136,0.4074470102787018,-0.13735096156597137,0.32281872630119324,0.5574547648429871,0.39501410722732544,-0.5093409419059753,0.6304742693901062,0.5496175289154053,0.4091697633266449,-0.29297471046447754,0.34616222977638245,0.5505933165550232,0.38988208770751953,-0.5846211910247803,0.5786756873130798,0.550469696521759,0.41570770740509033,-0.349886029958725,0.3370029032230377,0.5483230948448181,0.3828057646751404,-0.5497708320617676,0.5640850067138672,0.5506947040557861,0.4102736711502075,-0.35890206694602966,0.3310428857803345,0.5511798858642578,0.3804498612880707,-0.5000419616699219,0.5419728755950928,0.5504302382469177,0.40863221883773804,-0.30466195940971375,0.31301289796829224,0.5563418865203857,0.5093711614608765,0.007756069302558899,0.9986812472343445,0.5405049920082092,0.5023391842842102,-0.007339891977608204,0.9986043572425842,0.5531839728355408,0.612600564956665,-0.12531758844852448,0.7610208988189697,0.5362527966499329,0.6076023578643799,-0.09111393243074417,0.44315826892852783,0.5531072020530701,0.6960770487785339,0.1919150948524475,0.6827894449234009,0.5376010537147522,0.7054814100265503,0.16834384202957153,0.5608841776847839,0.5536267161369324,0.7071893215179443,0.2182309925556183,0.6976954936981201,0.536842942237854,0.7199499011039734,0.1843975931406021,0.5266815423965454,0.5553932189941406,0.7316277027130127,0.03864791616797447,0.7322081327438354,0.5368925929069519,0.7416025996208191,-0.002651980146765709,0.6155210137367249
20,0.5401533842086792,0.31437280774116516,-0.23255813121795654,0.9926472306251526,0.5425558090209961,0.30402860045433044,-0.23088859021663666,0.9894254207611084,0.5444298982620239,0.3043825030326843,-0.23109053075313568,0.987678050994873,0.5458685159683228,0.3050021231174469,-0.23126740753650665,0.9893242716789246,0.5398052334785461,0.30344051122665405,-0.20168903470039368,0.9877637028694153,0.5387765765190125,0.30314552783966064,-0.2016318142414093,0.9846311211585999,0.5383864045143127,0.30323103070259094,-0.20177732408046722,0.985918402671814,0.5585610866546631,0.30899566411972046,-0.13958138227462769,0.9828051328659058,0.5399757623672485,0.30608296394348145,0.010074746794998646,0.980333685874939,0.544836163520813,0.3255423605442047,-0.19287633895874023,0.9899623394012451,0.541008472442627,0.3249581456184387,-0.1548447608947754,0.9887000918388367,0.5685954093933105,0.3610409200191498,-0.11349034309387207,0.9979292750358582,0.5365955233573914,0.3601604998111725,0.13189084827899933,0.9964463114738464,0.5790700912475586,0.42800047993659973,-0.37288275361061096,0.731160044670105,0.5368531346321106,0.42296552658081055,0.18960416316986084,0.3101458251476288,0.5544762015342712,0.39588499069213867,-0.6830975413322449,0.6654293537139893,0.5363061428070068,0.47324272990226746,-0.026775984093546867,0.33713430166244507,0.5462170839309692,0.39003705978393555,-0.7649092078208923,0.615696370601654,0.5348411798477173,0.4921388626098633,-0.12218192219734192,0.3285581171512604,0.5457602739334106,0.38049906492233276,-0.734792947769165,0.6020241379737854,0.5348981022834778,0.4886457920074463,-0.12260459363460541,0.32346686720848083,0.5474437475204468,0.3812258541584015,-0.6752305626869202,0.5784739255905151,0.5360721945762634,0.48136138916015625,-0.11711711436510086,0.30521443486213684,0.55522221326828,0.5058186650276184,-0.04696863889694214,0.9987421035766602,0.539529025554657,0.5028117895126343,0.047200702130794525,0.9986417889595032,0.5527842044830322,0.6126391887664795,-0.18202738463878632,0.7793906331062317,0.5362296104431152,0.6076517701148987,-0.04056774079799652,0.4918947219848633,0.5548038482666016,0.6919324994087219,0.2581332325935364,0.6993052959442139,0.5406376123428345,0.7028330564498901,0.2668015658855438,0.6004754900932312,0.555660605430603,0.6962483525276184,0.29727813601493835,0.700518012046814,0.5405086874961853,0.7152590751647949,0.29083776473999023,0.5560753345489502,0.5557390451431274,0.7316328287124634,0.11386044323444366,0.7417305111885071,0.5394986867904663,0.7402355670928955,0.06480683386325836,0.6481950283050537
